UUUUUUUUDDUDDUU, 29
UUUUUUUUDDUDDUD, 33
UUUUUUUUDDUDDDU, 34
UUUUUUUUDDUDDDD, 19
UUUUUUUUDDDUUUU, 22
UUUUUUUUDDDUUUD, 29
UUUUUUUUDDDUUDU, 45
UUUUUUUUDDDUUDD, 33
UUUUUUUUDDDUDUU, 41
UUUUUUUUDDDUDUD, 47
UUUUUUUUDDDUDDU, 40
UUUUUUUUDDDUDDD, 23
UUUUUUUUDDDDUUU, 26
UUUUUUUUDDDDUUD, 44
UUUUUUUUDDDDUDU, 57
UUUUUUUUDDDDUDD, 28
UUUUUUUUDDDDDUU, 33
UUUUUUUUDDDDDUD, 43
UUUUUUUUDDDDDDU, 38
UUUUUUUUDDDDDDD, 16
UUUUUUUDUUUUUUU, 9
UUUUUUUDUUUUUUD, 17
UUUUUUUDUUUUUDU, 27
UUUUUUUDUUUUUDD, 31
UUUUUUUDUUUUDUU, 33
UUUUUUUDUUUUDUD, 43
UUUUUUUDUUUUDDU, 43
UUUUUUUDUUUUDDD, 26
UUUUUUUDUUUDUUU, 30
UUUUUUUDUUUDUUD, 50
UUUUUUUDUUUDUDU, 67
UUUUUUUDUUUDUDD, 41
UUUUUUUDUUUDDUU, 37
UUUUUUUDUUUDDUD, 49
UUUUUUUDUUUDDDU, 43
UUUUUUUDUUUDDDD, 22
UUUUUUUDUUDUUUU, 29
UUUUUUUDUUDUUUD, 48
UUUUUUUDUUDUUDU, 69
UUUUUUUDUUDUUDD, 54
UUUUUUUDUUDUDUU, 60
UUUUUUUDUUDUDUD, 72
UUUUUUUDUUDUDDU, 57
UUUUUUUDUUDUDDD, 30
UUUUUUUDUUDDUUU, 31
UUUUUUUDUUDDUUD, 44
UUUUUUUDUUDDUDU, 54
UUUUUUUDUUDDUDD, 35
UUUUUUUDUUDDDUU, 29
UUUUUUUDUUDDDUD, 43
UUUUUUUDUUDDDDU, 38
UUUUUUUDUUDDDDD, 16
UUUUUUUDUDUUUUU, 22
UUUUUUUDUDUUUUD, 35
UUUUUUUDUDUUUDU, 53
UUUUUUUDUDUUUDD, 47
UUUUUUUDUDUUDUU, 58
UUUUUUUDUDUUDUD, 63
UUUUUUUDUDUUDDU, 60
UUUUUUUDUDUUDDD, 35
UUUUUUUDUDUDUUU, 53
UUUUUUUDUDUDUUD, 64
UUUUUUUDUDUDUDU, 76
UUUUUUUDUDUDUDD, 45
UUUUUUUDUDUDDUU, 36
UUUUUUUDUDUDDUD, 42
UUUUUUUDUDUDDDU, 33
UUUUUUUDUDUDDDD, 15
UUUUUUUDUDDUUUU, 31
UUUUUUUDUDDUUUD, 42
UUUUUUUDUDDUUDU, 57
UUUUUUUDUDDUUDD, 38
UUUUUUUDUDDUDUU, 51
UUUUUUUDUDDUDUD, 60
UUUUUUUDUDDUDDU, 40
UUUUUUUDUDDUDDD, 22
UUUUUUUDUDDDUUU, 23
UUUUUUUDUDDDUUD, 40
UUUUUUUDUDDDUDU, 53
UUUUUUUDUDDDUDD, 26
UUUUUUUDUDDDDUU, 31
UUUUUUUDUDDDDUD, 44
UUUUUUUDUDDDDDU, 39
UUUUUUUDUDDDDDD, 16
UUUUUUUDDUUUUUU, 16
UUUUUUUDDUUUUUD, 26
UUUUUUUDDUUUUDU, 39
UUUUUUUDDUUUUDD, 40
UUUUUUUDDUUUDUU, 43
UUUUUUUDDUUUDUD, 54
UUUUUUUDDUUUDDU, 56
UUUUUUUDDUUUDDD, 32
UUUUUUUDDUUDUUU, 49
UUUUUUUDDUUDUUD, 63
UUUUUUUDDUUDUDU, 82
UUUUUUUDDUUDUDD, 46
UUUUUUUDDUUDDUU, 45
UUUUUUUDDUUDDUD, 55
UUUUUUUDDUUDDDU, 46
UUUUUUUDDUUDDDD, 22
UUUUUUUDDUDUUUU, 45
UUUUUUUDDUDUUUD, 63
UUUUUUUDDUDUUDU, 91
UUUUUUUDDUDUUDD, 62
UUUUUUUDDUDUDUU, 80
UUUUUUUDDUDUDUD, 88
UUUUUUUDDUDUDDU, 62
UUUUUUUDDUDUDDD, 31
UUUUUUUDDUDDUUU, 37
UUUUUUUDDUDDUUD, 50
UUUUUUUDDUDDUDU, 60
UUUUUUUDDUDDUDD, 32
UUUUUUUDDUDDDUU, 35
UUUUUUUDDUDDDUD, 42
UUUUUUUDDUDDDDU, 36
UUUUUUUDDUDDDDD, 18
UUUUUUUDDDUUUUU, 31
UUUUUUUDDDUUUUD, 50
UUUUUUUDDDUUUDU, 72
UUUUUUUDDDUUUDD, 57
UUUUUUUDDDUUDUU, 69
UUUUUUUDDDUUDUD, 83
UUUUUUUDDDUUDDU, 66
UUUUUUUDDDUUDDD, 35
UUUUUUUDDDUDUUU, 65
UUUUUUUDDDUDUUD, 92
UUUUUUUDDDUDUDU, 100
UUUUUUUDDDUDUDD, 56
UUUUUUUDDDUDDUU, 48
UUUUUUUDDDUDDUD, 60
UUUUUUUDDDUDDDU, 48
UUUUUUUDDDUDDDD, 26
UUUUUUUDDDDUUUU, 41
UUUUUUUDDDDUUUD, 65
UUUUUUUDDDDUUDU, 96
UUUUUUUDDDDUUDD, 56
UUUUUUUDDDDUDUU, 72
UUUUUUUDDDDUDUD, 83
UUUUUUUDDDDUDDU, 51
UUUUUUUDDDDUDDD, 26
UUUUUUUDDDDDUUU, 36
UUUUUUUDDDDDUUD, 66
UUUUUUUDDDDDUDU, 80
UUUUUUUDDDDDUDD, 36
UUUUUUUDDDDDDUU, 46
UUUUUUUDDDDDDUD, 59
UUUUUUUDDDDDDDU, 47
UUUUUUUDDDDDDDD, 16
UUUUUUDUUUUUUUU, 8
UUUUUUDUUUUUUUD, 15
UUUUUUDUUUUUUDU, 22
UUUUUUDUUUUUUDD, 27
UUUUUUDUUUUUDUU, 28
UUUUUUDUUUUUDUD, 37
UUUUUUDUUUUUDDU, 44
UUUUUUDUUUUUDDD, 27
UUUUUUDUUUUDUUU, 30
UUUUUUDUUUUDUUD, 42
UUUUUUDUUUUDUDU, 60
UUUUUUDUUUUDUDD, 37
UUUUUUDUUUUDDUU, 37
UUUUUUDUUUUDDUD, 50
UUUUUUDUUUUDDDU, 46
UUUUUUDUUUUDDDD, 27
UUUUUUDUUUDUUUU, 29
UUUUUUDUUUDUUUD, 50
UUUUUUDUUUDUUDU, 70
UUUUUUDUUUDUUDD, 56
UUUUUUDUUUDUDUU, 66
UUUUUUDUUUDUDUD, 77
UUUUUUDUUUDUDDU, 62
UUUUUUDUUUDUDDD, 33
UUUUUUDUUUDDUUU, 44
UUUUUUDUUUDDUUD, 60
UUUUUUDUUUDDUDU, 75
UUUUUUDUUUDDUDD, 47
UUUUUUDUUUDDDUU, 42
UUUUUUDUUUDDDUD, 65
UUUUUUDUUUDDDDU, 58
UUUUUUDUUUDDDDD, 24
UUUUUUDUUDUUUUU, 26
UUUUUUDUUDUUUUD, 45
UUUUUUDUUDUUUDU, 71
UUUUUUDUUDUUUDD, 66
UUUUUUDUUDUUDUU, 74
UUUUUUDUUDUUDUD, 96
UUUUUUDUUDUUDDU, 83
UUUUUUDUUDUUDDD, 41
UUUUUUDUUDUDUUU, 72
UUUUUUDUUDUDUUD, 96
UUUUUUDUUDUDUDU, 111
UUUUUUDUUDUDUDD, 62
UUUUUUDUUDUDDUU, 57
UUUUUUDUUDUDDUD, 71
UUUUUUDUUDUDDDU, 57
UUUUUUDUUDUDDDD, 25
UUUUUUDUUDDUUUU, 45
UUUUUUDUUDDUUUD, 66
UUUUUUDUUDDUUDU, 91
UUUUUUDUUDDUUDD, 64
UUUUUUDUUDDUDUU, 87
UUUUUUDUUDDUDUD, 96
UUUUUUDUUDDUDDU, 72
UUUUUUDUUDDUDDD, 37
UUUUUUDUUDDDUUU, 44
UUUUUUDUUDDDUUD, 79
UUUUUUDUUDDDUDU, 102
UUUUUUDUUDDDUDD, 54
UUUUUUDUUDDDDUU, 53
UUUUUUDUUDDDDUD, 68
UUUUUUDUUDDDDDU, 50
UUUUUUDUUDDDDDD, 18
UUUUUUDUDUUUUUU, 29
UUUUUUDUDUUUUUD, 53
UUUUUUDUDUUUUDU, 84
UUUUUUDUDUUUUDD, 88
UUUUUUDUDUUUDUU, 91
UUUUUUDUDUUUDUD, 118
UUUUUUDUDUUUDDU, 117
UUUUUUDUDUUUDDD, 64
UUUUUUDUDUUDUUU, 88
UUUUUUDUDUUDUUD, 137
UUUUUUDUDUUDUDU, 169
UUUUUUDUDUUDUDD, 94
UUUUUUDUDUUDDUU, 86
UUUUUUDUDUUDDUD, 113
UUUUUUDUDUUDDDU, 88
UUUUUUDUDUUDDDD, 35
UUUUUUDUDUDUUUU, 69
UUUUUUDUDUDUUUD, 117
UUUUUUDUDUDUUDU, 168
UUUUUUDUDUDUUDD, 118
UUUUUUDUDUDUDUU, 141
UUUUUUDUDUDUDUD, 167
UUUUUUDUDUDUDDU, 113
UUUUUUDUDUDUDDD, 50
UUUUUUDUDUDDUUU, 61
UUUUUUDUDUDDUUD, 85
UUUUUUDUDUDDUDU, 98
UUUUUUDUDUDDUDD, 54
UUUUUUDUDUDDDUU, 44
UUUUUUDUDUDDDUD, 54
UUUUUUDUDUDDDDU, 43
UUUUUUDUDUDDDDD, 16
UUUUUUDUDDUUUUU, 41
UUUUUUDUDDUUUUD, 64
UUUUUUDUDDUUUDU, 95
UUUUUUDUDDUUUDD, 77
UUUUUUDUDDUUDUU, 94
UUUUUUDUDDUUDUD, 111
UUUUUUDUDDUUDDU, 86
UUUUUUDUDDUUDDD, 41
UUUUUUDUDDUDUUU, 85
UUUUUUDUDDUDUUD, 119
UUUUUUDUDDUDUDU, 131
UUUUUUDUDDUDUDD, 71
UUUUUUDUDDUDDUU, 52
UUUUUUDUDDUDDUD, 66
UUUUUUDUDDUDDDU, 51
UUUUUUDUDDUDDDD, 24
UUUUUUDUDDDUUUU, 45
UUUUUUDUDDDUUUD, 72
UUUUUUDUDDDUUDU, 103
UUUUUUDUDDDUUDD, 58
UUUUUUDUDDDUDUU, 82
UUUUUUDUDDDUDUD, 94
UUUUUUDUDDDUDDU, 54
UUUUUUDUDDDUDDD, 25
UUUUUUDUDDDDUUU, 36
UUUUUUDUDDDDUUD, 72
UUUUUUDUDDDDUDU, 90
UUUUUUDUDDDDUDD, 40
UUUUUUDUDDDDDUU, 51
UUUUUUDUDDDDDUD, 66
UUUUUUDUDDDDDDU, 51
UUUUUUDUDDDDDDD, 16
UUUUUUDDUUUUUUU, 25
UUUUUUDDUUUUUUD, 44
UUUUUUDDUUUUUDU, 66
UUUUUUDDUUUUUDD, 69
UUUUUUDDUUUUDUU, 71
UUUUUUDDUUUUDUD, 94
UUUUUUDDUUUUDDU, 103
UUUUUUDDUUUUDDD, 62
UUUUUUDDUUUDUUU, 74
UUUUUUDDUUUDUUD, 111
UUUUUUDDUUUDUDU, 143
UUUUUUDDUUUDUDD, 88
UUUUUUDDUUUDDUU, 77
UUUUUUDDUUUDDUD, 99
UUUUUUDDUUUDDDU, 85
UUUUUUDDUUUDDDD, 38
UUUUUUDDUUDUUUU, 72
UUUUUUDDUUDUUUD, 115
UUUUUUDDUUDUUDU, 156
UUUUUUDDUUDUUDD, 112
UUUUUUDDUUDUDUU, 133
UUUUUUDDUUDUDUD, 151
UUUUUUDDUUDUDDU, 108
UUUUUUDDUUDUDDD, 49
UUUUUUDDUUDDUUU, 71
UUUUUUDDUUDDUUD, 101
UUUUUUDDUUDDUDU, 122
UUUUUUDDUUDDUDD, 68
UUUUUUDDUUDDDUU, 58
UUUUUUDDUUDDDUD, 76
UUUUUUDDUUDDDDU, 56
UUUUUUDDUUDDDDD, 21
UUUUUUDDUDUUUUU, 64
UUUUUUDDUDUUUUD, 102
UUUUUUDDUDUUUDU, 144
UUUUUUDDUDUUUDD, 114
UUUUUUDDUDUUDUU, 142
UUUUUUDDUDUUDUD, 155
UUUUUUDDUDUUDDU, 124
UUUUUUDDUDUUDDD, 61
UUUUUUDDUDUDUUU, 105
UUUUUUDDUDUDUUD, 140
UUUUUUDDUDUDUDU, 157
UUUUUUDDUDUDUDD, 90
UUUUUUDDUDUDDUU, 77
UUUUUUDDUDUDDUD, 92
UUUUUUDDUDUDDDU, 69
UUUUUUDDUDUDDDD, 31
UUUUUUDDUDDUUUU, 57
UUUUUUDDUDDUUUD, 77
UUUUUUDDUDDUUDU, 102
UUUUUUDDUDDUUDD, 62
UUUUUUDDUDDUDUU, 93
UUUUUUDDUDDUDUD, 95
UUUUUUDDUDDUDDU, 57
UUUUUUDDUDDUDDD, 28
UUUUUUDDUDDDUUU, 46
UUUUUUDDUDDDUUD, 73
UUUUUUDDUDDDUDU, 91
UUUUUUDDUDDDUDD, 46
UUUUUUDDUDDDDUU, 47
UUUUUUDDUDDDDUD, 59
UUUUUUDDUDDDDDU, 51
UUUUUUDDUDDDDDD, 18
UUUUUUDDDUUUUUU, 42
UUUUUUDDDUUUUUD, 71
UUUUUUDDDUUUUDU, 103
UUUUUUDDDUUUUDD, 89
UUUUUUDDDUUUDUU, 98
UUUUUUDDDUUUDUD, 122
UUUUUUDDDUUUDDU, 113
UUUUUUDDDUUUDDD, 60
UUUUUUDDDUUDUUU, 103
UUUUUUDDDUUDUUD, 148
UUUUUUDDDUUDUDU, 169
UUUUUUDDDUUDUDD, 93
UUUUUUDDDUUDDUU, 88
UUUUUUDDDUUDDUD, 107
UUUUUUDDDUUDDDU, 79
UUUUUUDDDUUDDDD, 36
UUUUUUDDDUDUUUU, 96
UUUUUUDDDUDUUUD, 140
UUUUUUDDDUDUUDU, 186
UUUUUUDDDUDUUDD, 113
UUUUUUDDDUDUDUU, 141
UUUUUUDDDUDUDUD, 152
UUUUUUDDDUDUDDU, 100
UUUUUUDDDUDUDDD, 44
UUUUUUDDDUDDUUU, 58
UUUUUUDDDUDDUUD, 92
UUUUUUDDDUDDUDU, 105
UUUUUUDDDUDDUDD, 54
UUUUUUDDDUDDDUU, 54
UUUUUUDDDUDDDUD, 61
UUUUUUDDDUDDDDU, 57
UUUUUUDDDUDDDDD, 24
UUUUUUDDDDUUUUU, 58
UUUUUUDDDDUUUUD, 92
UUUUUUDDDDUUUDU, 130
UUUUUUDDDDUUUDD, 95
UUUUUUDDDDUUDUU, 128
UUUUUUDDDDUUDUD, 140
UUUUUUDDDDUUDDU, 101
UUUUUUDDDDUUDDD, 54
UUUUUUDDDDUDUUU, 109
UUUUUUDDDDUDUUD, 163
UUUUUUDDDDUDUDU, 169
UUUUUUDDDDUDUDD, 86
UUUUUUDDDDUDDUU, 76
UUUUUUDDDDUDDUD, 91
UUUUUUDDDDUDDDU, 65
UUUUUUDDDDUDDDD, 32
UUUUUUDDDDDUUUU, 59
UUUUUUDDDDDUUUD, 101
UUUUUUDDDDDUUDU, 146
UUUUUUDDDDDUUDD, 72
UUUUUUDDDDDUDUU, 113
UUUUUUDDDDDUDUD, 126
UUUUUUDDDDDUDDU, 69
UUUUUUDDDDDUDDD, 28
UUUUUUDDDDDDUUU, 48
UUUUUUDDDDDDUUD, 88
UUUUUUDDDDDDUDU, 107
UUUUUUDDDDDDUDD, 54
UUUUUUDDDDDDDUU, 65
UUUUUUDDDDDDDUD, 80
UUUUUUDDDDDDDDU, 59
UUUUUUDDDDDDDDD, 15
UUUUUDUUUUUUUUU, 8
UUUUUDUUUUUUUUD, 16
UUUUUDUUUUUUUDU, 24
UUUUUDUUUUUUUDD, 30
UUUUUDUUUUUUDUU, 30
UUUUUDUUUUUUDUD, 42
UUUUUDUUUUUUDDU, 48
UUUUUDUUUUUUDDD, 33
UUUUUDUUUUUDUUU, 32
UUUUUDUUUUUDUUD, 47
UUUUUDUUUUUDUDU, 72
UUUUUDUUUUUDUDD, 50
UUUUUDUUUUUDDUU, 41
UUUUUDUUUUUDDUD, 59
UUUUUDUUUUUDDDU, 62
UUUUUDUUUUUDDDD, 42
UUUUUDUUUUDUUUU, 34
UUUUUDUUUUDUUUD, 58
UUUUUDUUUUDUUDU, 83
UUUUUDUUUUDUUDD, 70
UUUUUDUUUUDUDUU, 75
UUUUUDUUUUDUDUD, 90
UUUUUDUUUUDUDDU, 78
UUUUUDUUUUDUDDD, 51
UUUUUDUUUUDDUUU, 43
UUUUUDUUUUDDUUD, 63
UUUUUDUUUUDDUDU, 91
UUUUUDUUUUDDUDD, 57
UUUUUDUUUUDDDUU, 52
UUUUUDUUUUDDDUD, 84
UUUUUDUUUUDDDDU, 81
UUUUUDUUUUDDDDD, 33
UUUUUDUUUDUUUUU, 25
UUUUUDUUUDUUUUD, 56
UUUUUDUUUDUUUDU, 98
UUUUUDUUUDUUUDD, 90
UUUUUDUUUDUUDUU, 87
UUUUUDUUUDUUDUD, 124
UUUUUDUUUDUUDDU, 112
UUUUUDUUUDUUDDD, 60
UUUUUDUUUDUDUUU, 81
UUUUUDUUUDUDUUD, 122
UUUUUDUUUDUDUDU, 146
UUUUUDUUUDUDUDD, 80
UUUUUDUUUDUDDUU, 67
UUUUUDUUUDUDDUD, 97
UUUUUDUUUDUDDDU, 80
UUUUUDUUUDUDDDD, 35
UUUUUDUUUDDUUUU, 61
UUUUUDUUUDDUUUD, 93
UUUUUDUUUDDUUDU, 129
UUUUUDUUUDDUUDD, 92
UUUUUDUUUDDUDUU, 114
UUUUUDUUUDDUDUD, 133
UUUUUDUUUDDUDDU, 93
UUUUUDUUUDDUDDD, 47
UUUUUDUUUDDDUUU, 73
UUUUUDUUUDDDUUD, 120
UUUUUDUUUDDDUDU, 152
UUUUUDUUUDDDUDD, 77
UUUUUDUUUDDDDUU, 71
UUUUUDUUUDDDDUD, 96
UUUUUDUUUDDDDDU, 68
UUUUUDUUUDDDDDD, 24
UUUUUDUUDUUUUUU, 29
UUUUUDUUDUUUUUD, 62
UUUUUDUUDUUUUDU, 96
UUUUUDUUDUUUUDD, 102
UUUUUDUUDUUUDUU, 99
UUUUUDUUDUUUDUD, 144
UUUUUDUUDUUUDDU, 150
UUUUUDUUDUUUDDD, 92
UUUUUDUUDUUDUUU, 100
UUUUUDUUDUUDUUD, 172
UUUUUDUUDUUDUDU, 223
UUUUUDUUDUUDUDD, 132
UUUUUDUUDUUDDUU, 102
UUUUUDUUDUUDDUD, 149
UUUUUDUUDUUDDDU, 118
UUUUUDUUDUUDDDD, 45
UUUUUDUUDUDUUUU, 90
UUUUUDUUDUDUUUD, 163
UUUUUDUUDUDUUDU, 235
UUUUUDUUDUDUUDD, 169
UUUUUDUUDUDUDUU, 180
UUUUUDUUDUDUDUD, 236
UUUUUDUUDUDUDDU, 158
UUUUUDUUDUDUDDD, 64
UUUUUDUUDUDDUUU, 86
UUUUUDUUDUDDUUD, 126
UUUUUDUUDUDDUDU, 151
UUUUUDUUDUDDUDD, 82
UUUUUDUUDUDDDUU, 66
UUUUUDUUDUDDDUD, 86
UUUUUDUUDUDDDDU, 58
UUUUUDUUDUDDDDD, 22
UUUUUDUUDDUUUUU, 55
UUUUUDUUDDUUUUD, 93
UUUUUDUUDDUUUDU, 139
UUUUUDUUDDUUUDD, 123
UUUUUDUUDDUUDUU, 140
UUUUUDUUDDUUDUD, 167
UUUUUDUUDDUUDDU, 138
UUUUUDUUDDUUDDD, 70
UUUUUDUUDDUDUUU, 130
UUUUUDUUDDUDUUD, 181
UUUUUDUUDDUDUDU, 208
UUUUUDUUDDUDUDD, 115
UUUUUDUUDDUDDUU, 93
UUUUUDUUDDUDDUD, 118
UUUUUDUUDDUDDDU, 82
UUUUUDUUDDUDDDD, 35
UUUUUDUUDDDUUUU, 72
UUUUUDUUDDDUUUD, 117
UUUUUDUUDDDUUDU, 167
UUUUUDUUDDDUUDD, 105
UUUUUDUUDDDUDUU, 133
UUUUUDUUDDDUDUD, 158
UUUUUDUUDDDUDDU, 94
UUUUUDUUDDDUDDD, 43
UUUUUDUUDDDDUUU, 59
UUUUUDUUDDDDUUD, 109
UUUUUDUUDDDDUDU, 128
UUUUUDUUDDDDUDD, 59
UUUUUDUUDDDDDUU, 60
UUUUUDUUDDDDDUD, 79
UUUUUDUUDDDDDDU, 57
UUUUUDUUDDDDDDD, 18
UUUUUDUDUUUUUUU, 43
UUUUUDUDUUUUUUD, 77
UUUUUDUDUUUUUDU, 117
UUUUUDUDUUUUUDD, 131
UUUUUDUDUUUUDUU, 134
UUUUUDUDUUUUDUD, 173
UUUUUDUDUUUUDDU, 181
UUUUUDUDUUUUDDD, 102
UUUUUDUDUUUDUUU, 123
UUUUUDUDUUUDUUD, 194
UUUUUDUDUUUDUDU, 250
UUUUUDUDUUUDUDD, 148
UUUUUDUDUUUDDUU, 139
UUUUUDUDUUUDDUD, 171
UUUUUDUDUUUDDDU, 133
UUUUUDUDUUUDDDD, 59
UUUUUDUDUUDUUUU, 113
UUUUUDUDUUDUUUD, 192
UUUUUDUDUUDUUDU, 270
UUUUUDUDUUDUUDD, 200
UUUUUDUDUUDUDUU, 221
UUUUUDUDUUDUDUD, 255
UUUUUDUDUUDUDDU, 180
UUUUUDUDUUDUDDD, 82
UUUUUDUDUUDDUUU, 117
UUUUUDUDUUDDUUD, 171
UUUUUDUDUUDDUDU, 194
UUUUUDUDUUDDUDD, 105
UUUUUDUDUUDDDUU, 91
UUUUUDUDUUDDDUD, 123
UUUUUDUDUUDDDDU, 83
UUUUUDUDUUDDDDD, 29
UUUUUDUDUDUUUUU, 81
UUUUUDUDUDUUUUD, 147
UUUUUDUDUDUUUDU, 216
UUUUUDUDUDUUUDD, 189
UUUUUDUDUDUUDUU, 211
UUUUUDUDUDUUDUD, 261
UUUUUDUDUDUUDDU, 215
UUUUUDUDUDUUDDD, 100
UUUUUDUDUDUDUUU, 162
UUUUUDUDUDUDUUD, 233
UUUUUDUDUDUDUDU, 258
UUUUUDUDUDUDUDD, 146
UUUUUDUDUDUDDUU, 117
UUUUUDUDUDUDDUD, 143
UUUUUDUDUDUDDDU, 92
UUUUUDUDUDUDDDD, 39
UUUUUDUDUDDUUUU, 82
UUUUUDUDUDDUUUD, 124
UUUUUDUDUDDUUDU, 169
UUUUUDUDUDDUUDD, 104
UUUUUDUDUDDUDUU, 131
UUUUUDUDUDDUDUD, 147
UUUUUDUDUDDUDDU, 88
UUUUUDUDUDDUDDD, 41
UUUUUDUDUDDDUUU, 58
UUUUUDUDUDDDUUD, 97
UUUUUDUDUDDDUDU, 122
UUUUUDUDUDDDUDD, 63
UUUUUDUDUDDDDUU, 51
UUUUUDUDUDDDDUD, 69
UUUUUDUDUDDDDDU, 55
UUUUUDUDUDDDDDD, 16
UUUUUDUDDUUUUUU, 54
UUUUUDUDDUUUUUD, 102
UUUUUDUDDUUUUDU, 151
UUUUUDUDDUUUUDD, 133
UUUUUDUDDUUUDUU, 139
UUUUUDUDDUUUDUD, 186
UUUUUDUDDUUUDDU, 167
UUUUUDUDDUUUDDD, 84
UUUUUDUDDUUDUUU, 135
UUUUUDUDDUUDUUD, 206
UUUUUDUDDUUDUDU, 236
UUUUUDUDDUUDUDD, 134
UUUUUDUDDUUDDUU, 121
UUUUUDUDDUUDDUD, 146
UUUUUDUDDUUDDDU, 100
UUUUUDUDDUUDDDD, 45
UUUUUDUDDUDUUUU, 112
UUUUUDUDDUDUUUD, 183
UUUUUDUDDUDUUDU, 240
UUUUUDUDDUDUUDD, 152
UUUUUDUDDUDUDUU, 177
UUUUUDUDDUDUDUD, 197
UUUUUDUDDUDUDDU, 126
UUUUUDUDDUDUDDD, 55
UUUUUDUDDUDDUUU, 60
UUUUUDUDDUDDUUD, 97
UUUUUDUDDUDDUDU, 114
UUUUUDUDDUDDUDD, 57
UUUUUDUDDUDDDUU, 51
UUUUUDUDDUDDDUD, 66
UUUUUDUDDUDDDDU, 61
UUUUUDUDDUDDDDD, 22
